"indice_tiempo","area_protegida","residencia","visitas"
2025-01-01,"Cabo Dos Bahías","Residentes",1676
2025-02-01,"Bosque Petrificado Sarmiento","No residentes",123
2025-02-01,"Bosque Petrificado Sarmiento","Residentes",574
2025-02-01,"Península Valdés","No residentes",4363
2025-02-01,"Península Valdés","Residentes",22561
2025-02-01,"Punta Loma","No residentes",3981
2025-02-01,"Punta Loma","Residentes",7499
2025-02-01,"Punta Marqués","No residentes",41
2025-02-01,"Punta Marqués","Residentes",1010
2025-02-01,"Punta Tombo","No residentes",4939
2025-02-01,"Punta Tombo","Residentes",7522
2025-02-01,"Cabo Dos Bahías","No residentes",123
2025-02-01,"Cabo Dos Bahías","Residentes",1086
